FECHA,CO,TLA,NO2,NOX,O3,PM10,SO2
25/01/2010,1.0,25,55,80,-99,69,21
25/01/2010,1.2,63,55,118,-99,80,61
25/01/2010,1.0,56,52,108,-99,58,120
26/01/2010,0.8,36,48,84,3,42,47
26/01/2010,0.4,2,27,29,21,23,12
26/01/2010,0.3,2,24,26,21,20,9
26/01/2010,0.5,10,36,46,6,29,9
26/01/2010,0.4,8,33,42,7,27,6
26/01/2010,0.7,27,36,63,6,29,7
26/01/2010,1.5,122,42,164,2,57,10
26/01/2010,2.4,173,47,220,2,77,12
26/01/2010,2.5,170,52,223,4,83,13
26/01/2010,2.2,112,66,178,13,89,13
26/01/2010,1.5,33,63,96,42,67,12
26/01/2010,1.2,23,52,75,61,56,10
26/01/2010,1.1,15,57,72,81,65,10
26/01/2010,1.0,9,47,55,106,62,9
26/01/2010,1.0,9,48,56,122,64,9
26/01/2010,0.8,9,37,46,119,52,9
26/01/2010,0.9,8,34,43,128,62,8
26/01/2010,1.0,12,54,66,108,85,9
26/01/2010,1.5,25,61,86,30,111,7
26/01/2010,1.5,35,69,104,15,79,6
26/01/2010,1.0,15,59,73,18,89,25
26/01/2010,0.9,16,58,74,13,76,81
26/01/2010,0.8,18,58,76,7,74,110
26/01/2010,0.7,5,46,51,12,60,36
27/01/2010,0.6,10,49,59,6,57,20
27/01/2010,0.6,39,55,94,2,79,52
27/01/2010,0.7,61,55,115,7,98,95
27/01/2010,0.7,83,53,135,3,111,136
27/01/2010,0.6,28,44,72,2,58,26
27/01/2010,0.9,56,42,97,2,54,19
27/01/2010,1.5,115,42,156,2,73,20
27/01/2010,2.5,185,47,232,3,100,17
27/01/2010,3.2,223,53,276,4,113,19
27/01/2010,3.1,177,84,261,8,141,34
27/01/2010,1.7,65,70,136,24,77,22
27/01/2010,1.3,29,57,86,49,57,13
27/01/2010,1.0,22,37,59,52,28,6
27/01/2010,0.9,-99,-99,-99,68,29,6
27/01/2010,0.9,-99,-99,-99,81,41,5
27/01/2010,0.9,-99,-99,-99,57,46,4
27/01/2010,0.7,-99,-99,-99,35,77,4
27/01/2010,0.8,-99,-99,-99,26,78,6
27/01/2010,0.7,-99,-99,-99,18,59,8
27/01/2010,1.3,-99,-99,-99,7,82,7
27/01/2010,1.0,-99,-99,-99,11,60,9
27/01/2010,0.9,-99,-99,-99,11,80,37
27/01/2010,1.0,-99,-99,-99,6,47,17
27/01/2010,1.0,-99,-99,-99,-99,45,8
28/01/2010,0.8,-99,-99,-99,-99,42,7
28/01/2010,0.7,-99,-99,-99,2,43,6
28/01/2010,0.5,-99,-99,-99,3,23,5
28/01/2010,0.4,-99,-99,-99,5,23,4
28/01/2010,0.4,-99,-99,-99,4,29,4
28/01/2010,0.8,-99,-99,-99,2,36,5
28/01/2010,1.7,-99,-99,-99,2,72,8
28/01/2010,2.8,-99,-99,-99,2,107,11
28/01/2010,3.0,-99,-99,-99,4,120,12
28/01/2010,1.9,-99,-99,-99,11,90,9
28/01/2010,1.5,-99,-99,-99,29,64,6
28/01/2010,1.7,-99,-99,-99,47,67,7
28/01/2010,0.9,13,39,51,65,33,7
28/01/2010,1.0,10,36,46,69,33,5
28/01/2010,1.0,12,37,49,62,36,5
28/01/2010,0.9,10,39,50,63,41,3
28/01/2010,0.8,11,36,47,37,48,3
28/01/2010,0.7,12,32,44,32,32,3
28/01/2010,1.9,54,55,106,7,67,5
28/01/2010,1.4,39,55,95,2,65,5
28/01/2010,2.0,39,57,96,2,54,5
28/01/2010,2.0,28,57,85,1,72,4
28/01/2010,1.6,44,55,99,2,62,5
28/01/2010,1.6,70,51,122,2,65,6
29/01/2010,0.8,24,40,64,3,21,6
29/01/2010,0.9,28,41,69,2,39,4
29/01/2010,1.0,42,39,80,2,38,4
29/01/2010,1.0,37,39,76,2,30,6
29/01/2010,0.8,14,36,50,2,29,5
29/01/2010,0.9,23,34,57,3,42,7
29/01/2010,1.2,66,39,105,1,50,6
29/01/2010,2.8,124,42,166,2,64,7
29/01/2010,4.4,322,55,376,3,160,17
29/01/2010,1.7,61,44,105,8,47,5
29/01/2010,1.6,51,45,96,11,39,4
29/01/2010,1.1,29,38,67,24,17,4
29/01/2010,1.1,22,36,57,31,31,4
29/01/2010,0.8,15,29,44,39,24,5
29/01/2010,0.9,16,32,48,42,22,3
29/01/2010,1.1,20,39,59,33,64,3
29/01/2010,1.0,18,36,54,21,63,3
29/01/2010,1.4,25,43,68,17,70,4
29/01/2010,2.4,97,47,143,4,72,7
29/01/2010,1.6,67,48,116,2,79,5
29/01/2010,1.4,59,49,107,3,73,5
29/01/2010,1.1,52,40,91,2,61,6
29/01/2010,1.7,80,38,117,2,51,6
29/01/2010,1.2,55,39,94,2,50,5
30/01/2010,1.3,73,35,108,2,55,6
30/01/2010,1.4,78,34,112,2,44,6
30/01/2010,1.1,62,29,92,2,44,5
30/01/2010,1.2,76,29,105,2,47,5
30/01/2010,1.2,73,30,102,2,50,5
30/01/2010,1.4,128,33,160,2,70,7
30/01/2010,1.8,132,32,163,2,73,7
30/01/2010,1.4,84,33,117,1,47,7
30/01/2010,1.8,117,36,153,2,52,7
30/01/2010,1.7,86,41,127,5,44,6
30/01/2010,0.7,22,19,41,18,4,3
30/01/2010,0.4,11,13,24,26,11,3
30/01/2010,0.5,12,21,33,24,18,2
30/01/2010,1.4,57,48,105,9,76,9
30/01/2010,1.4,44,36,80,9,76,6
30/01/2010,1.4,51,38,88,5,42,6
30/01/2010,1.2,34,30,64,11,37,4
30/01/2010,1.0,18,33,51,10,16,3
30/01/2010,1.3,27,40,67,3,17,3
30/01/2010,1.3,37,38,75,2,22,3
30/01/2010,1.6,66,38,104,2,19,4
30/01/2010,1.6,68,37,104,2,39,5
30/01/2010,1.5,68,38,106,2,49,6
30/01/2010,1.5,67,38,105,2,60,6
31/01/2010,1.5,73,33,105,1,43,5
31/01/2010,1.6,91,31,122,1,39,5
31/01/2010,1.4,76,29,104,1,35,5
31/01/2010,1.4,75,29,103,1,31,4
31/01/2010,1.2,58,23,81,1,20,4
31/01/2010,0.6,24,17,41,2,-99,3
31/01/2010,1.4,83,17,100,2,31,5
31/01/2010,1.5,99,17,116,2,19,5
31/01/2010,2.0,125,22,148,3,43,6
31/01/2010,2.1,104,46,150,6,72,10
31/01/2010,2.3,104,68,172,9,71,13
31/01/2010,1.5,42,57,99,27,48,6
31/01/2010,1.5,18,56,74,37,42,5
31/01/2010,0.7,10,25,35,34,5,3
31/01/2010,0.3,8,9,17,24,2,2
31/01/2010,0.2,4,7,11,27,8,2
31/01/2010,0.3,4,6,10,28,20,2
31/01/2010,0.3,4,9,13,26,28,2
31/01/2010,0.4,3,14,17,21,23,2
31/01/2010,0.5,5,20,25,15,23,2
31/01/2010,0.6,5,27,32,12,26,2
31/01/2010,0.6,4,26,31,13,24,2
31/01/2010,0.5,3,25,27,11,17,2
31/01/2010,1.1,10,31,42,3,27,3
01/02/2010,0.7,-99,-99,-99,2,30,3
01/02/2010,0.7,-99,-99,-99,2,8,3
01/02/2010,-99,12,30,42,2,2,-99
01/02/2010,0.4,14,26,41,-99,8,3
01/02/2010,0.5,14,23,37,2,8,3
01/02/2010,0.5,21,24,45,4,19,3
01/02/2010,0.5,23,26,49,3,18,4
01/02/2010,0.8,37,26,63,3,15,9
01/02/2010,1.0,46,32,77,6,20,5
01/02/2010,1.2,74,32,106,5,53,47
01/02/2010,1.1,60,36,96,9,61,68
01/02/2010,0.9,38,34,72,8,59,43
01/02/2010,1.0,29,29,58,6,45,22
01/02/2010,0.8,26,20,46,19,5,13
01/02/2010,0.6,17,21,38,20,18,7
01/02/2010,0.5,12,18,30,23,24,4
01/02/2010,0.5,15,22,37,15,18,23
01/02/2010,0.6,16,22,39,11,24,18
01/02/2010,0.9,37,33,69,2,23,12
01/02/2010,1.9,62,31,93,2,24,11
01/02/2010,1.4,69,35,104,2,34,10
01/02/2010,1.5,84,33,117,2,50,9
01/02/2010,1.1,48,31,79,2,30,7
01/02/2010,0.7,22,26,48,4,14,4
02/02/2010,0.5,9,25,34,3,7,4
02/02/2010,0.6,21,28,49,2,21,5
02/02/2010,0.7,23,25,48,2,18,4
02/02/2010,0.7,35,27,62,2,17,4
02/02/2010,0.9,41,23,64,2,31,7
02/02/2010,1.1,62,23,85,2,39,11
02/02/2010,1.7,108,25,133,2,45,18
02/02/2010,2.7,198,34,232,2,96,17
02/02/2010,3.4,224,36,260,3,100,20
02/02/2010,2.4,153,44,198,3,69,33
02/02/2010,2.3,128,57,185,4,71,32
02/02/2010,2.5,108,75,183,12,87,30
02/02/2010,2.0,50,75,125,23,67,20
02/02/2010,1.3,25,51,75,25,28,14
02/02/2010,0.4,9,14,23,28,7,8
02/02/2010,0.4,9,16,25,24,24,7
02/02/2010,0.5,10,16,26,20,29,5
02/02/2010,0.5,10,19,30,16,30,9
02/02/2010,0.8,16,28,44,8,28,11
02/02/2010,1.0,23,29,52,4,57,10
02/02/2010,1.3,42,33,75,2,23,8
02/02/2010,0.8,16,30,45,4,26,7
02/02/2010,0.7,17,25,42,6,37,5
02/02/2010,0.8,17,26,43,3,15,4
03/02/2010,1.2,31,28,59,1,19,4
03/02/2010,0.3,4,16,20,11,1,4
03/02/2010,0.3,0,6,6,21,-99,4
03/02/2010,0.2,0,4,4,24,-99,3
03/02/2010,0.2,0,5,5,24,14,2
03/02/2010,0.2,1,7,8,22,5,3
03/02/2010,0.3,4,13,17,16,11,3
03/02/2010,0.7,9,18,28,12,24,10
03/02/2010,0.8,17,22,39,9,28,9
03/02/2010,0.6,16,20,36,12,21,7
03/02/2010,0.6,18,22,40,13,33,6
03/02/2010,0.6,21,21,42,11,25,6
03/02/2010,0.9,27,23,51,11,22,8
03/02/2010,0.7,18,19,37,14,2,6
03/02/2010,0.6,17,19,36,12,4,6
03/02/2010,0.7,16,19,35,11,25,5
03/02/2010,0.6,14,17,31,12,10,7
03/02/2010,0.8,29,25,54,5,41,6
03/02/2010,1.2,36,27,63,4,9,4
03/02/2010,0.8,24,28,52,5,20,5
03/02/2010,0.6,16,27,43,5,24,6
03/02/2010,1.0,26,31,57,3,32,6
03/02/2010,0.7,14,27,42,4,19,5
03/02/2010,0.7,22,29,51,2,29,3
04/02/2010,0.6,19,28,46,3,7,3
04/02/2010,0.5,21,23,44,7,-99,3
04/02/2010,0.4,2,13,15,14,13,3
04/02/2010,0.6,9,22,31,6,10,2
04/02/2010,0.5,8,21,30,-99,11,2
04/02/2010,0.9,29,26,55,-99,11,3
04/02/2010,0.8,33,25,58,3,1,3
04/02/2010,1.2,43,27,71,3,17,4
04/02/2010,1.7,60,27,88,3,15,6
04/02/2010,1.0,39,26,65,4,25,7
04/02/2010,1.5,60,29,88,3,17,7
04/02/2010,2.1,93,34,127,4,36,6
04/02/2010,1.3,53,27,80,-99,-99,4
04/02/2010,1.7,68,26,94,8,18,6
04/02/2010,1.3,43,28,71,10,22,5
04/02/2010,1.2,36,28,64,10,20,6
04/02/2010,0.9,28,22,50,8,13,6
04/02/2010,0.8,31,21,52,5,13,5
04/02/2010,1.5,66,23,89,3,6,5
04/02/2010,3.5,182,28,210,-99,26,9
04/02/2010,3.3,186,25,211,2,16,9
04/02/2010,2.0,120,20,140,8,-99,7
04/02/2010,0.4,9,16,25,13,-99,3
04/02/2010,0.2,3,11,14,19,-99,2
05/02/2010,0.3,4,16,20,15,-99,3
05/02/2010,0.1,1,6,7,30,-99,2
05/02/2010,0.2,1,9,10,27,-99,3
05/02/2010,0.2,1,9,10,30,-99,2
05/02/2010,0.2,1,8,9,35,-99,2
05/02/2010,0.3,5,16,21,28,1,2
05/02/2010,1.3,68,40,108,7,39,6
05/02/2010,2.7,162,48,210,3,67,16
05/02/2010,4.0,284,63,346,5,135,17
05/02/2010,-99,-99,-99,-99,-99,-99,-99
05/02/2010,-99,-99,-99,-99,-99,-99,-99
05/02/2010,-99,-99,-99,-99,-99,-99,-99
05/02/2010,-99,-99,-99,-99,-99,49,-99
05/02/2010,-99,-99,-99,-99,-99,48,-99
05/02/2010,-99,-99,-99,-99,-99,36,-99
05/02/2010,0.9,19,42,61,67,45,4
05/02/2010,0.8,11,32,43,68,33,2
05/02/2010,0.8,14,39,53,43,56,10
05/02/2010,1.2,26,70,95,16,83,46
05/02/2010,1.7,70,70,141,6,91,63
05/02/2010,1.6,66,68,134,3,136,43
05/02/2010,1.4,53,56,109,8,65,41
05/02/2010,2.0,114,49,163,4,64,36
05/02/2010,1.4,69,43,112,3,45,19
06/02/2010,1.2,59,42,101,2,34,14
06/02/2010,0.8,25,38,63,3,18,10
06/02/2010,1.0,55,37,92,2,33,9
06/02/2010,0.7,24,33,57,3,21,7
06/02/2010,0.9,37,32,68,2,26,7
06/02/2010,0.9,43,33,76,2,26,7
06/02/2010,1.6,151,35,185,2,57,9
06/02/2010,2.4,158,37,195,3,44,10
06/02/2010,2.5,181,41,221,5,72,11
06/02/2010,2.5,120,63,184,15,84,10
06/02/2010,2.0,50,82,132,35,99,12
06/02/2010,2.5,51,121,172,49,117,9
06/02/2010,2.2,29,111,140,75,89,7
06/02/2010,1.0,12,34,46,73,-99,3
06/02/2010,1.2,11,49,60,97,34,4
06/02/2010,1.6,16,60,76,107,49,5
06/02/2010,1.0,7,38,45,85,12,3
06/02/2010,0.5,6,21,27,50,19,2
06/02/2010,0.6,8,32,40,27,5,2
06/02/2010,0.8,19,33,52,18,11,2
06/02/2010,0.8,16,29,45,22,5,2
06/02/2010,2.0,84,48,133,3,39,7
06/02/2010,1.8,89,45,134,2,34,5
06/02/2010,1.4,64,41,105,3,33,4
07/02/2010,1.8,82,42,124,2,42,5
07/02/2010,1.8,98,40,138,2,46,5
07/02/2010,1.3,53,39,92,2,26,3
07/02/2010,1.4,76,36,113,2,25,4
07/02/2010,0.7,13,32,45,4,4,2
07/02/2010,0.9,34,33,67,2,-99,3
07/02/2010,1.3,64,34,98,2,38,4
07/02/2010,1.4,67,36,103,3,36,4
07/02/2010,2.3,122,48,171,6,71,8
07/02/2010,2.2,120,72,193,12,75,19
07/02/2010,2.1,72,99,170,32,99,11
07/02/2010,1.7,20,69,89,70,56,6
07/02/2010,0.9,9,25,34,64,1,3
07/02/2010,0.6,7,20,26,70,11,2
07/02/2010,0.4,3,9,13,54,18,1
07/02/2010,0.3,3,9,12,55,18,2
07/02/2010,0.3,2,9,12,52,18,2
07/02/2010,0.3,2,10,13,47,18,1
07/02/2010,0.4,3,15,18,37,18,1
07/02/2010,0.5,2,21,23,31,29,1
07/02/2010,0.9,6,32,37,23,28,2
07/02/2010,1.0,13,45,58,9,28,2
07/02/2010,1.2,7,38,45,10,33,2
07/02/2010,0.8,5,32,37,11,21,3
08/02/2010,0.8,-99,-99,-99,12,25,2
08/02/2010,0.6,-99,-99,-99,9,19,2
08/02/2010,-99,3,29,32,13,13,-99
08/02/2010,0.5,1,15,17,-99,-99,2
08/02/2010,0.9,2,17,19,20,12,2
08/02/2010,0.8,6,30,36,9,19,3
08/02/2010,0.7,24,33,57,8,26,16
08/02/2010,1.1,23,36,59,8,42,11
08/02/2010,1.3,35,33,68,15,58,5
08/02/2010,1.1,37,38,75,16,56,3
08/02/2010,1.2,33,32,65,24,68,4
08/02/2010,1.1,31,32,62,34,57,3
08/02/2010,0.7,20,27,47,41,31,5
08/02/2010,0.6,15,21,37,44,71,4
08/02/2010,0.6,22,24,46,44,47,5
08/02/2010,0.5,10,20,30,44,32,8
08/02/2010,0.5,9,21,29,41,20,2
08/02/2010,0.6,9,23,32,35,58,5
08/02/2010,1.1,12,44,57,17,74,4
08/02/2010,1.5,23,52,75,6,64,4
08/02/2010,1.4,21,46,67,7,59,3
08/02/2010,1.3,26,48,74,3,55,5
08/02/2010,1.6,27,47,74,3,45,4
08/02/2010,1.1,15,43,58,4,43,3
09/02/2010,1.0,24,44,68,2,42,5
09/02/2010,1.1,51,42,94,2,39,4
09/02/2010,0.9,32,40,72,2,30,3
09/02/2010,0.9,56,40,97,2,41,4
09/02/2010,0.9,53,37,90,2,41,3
09/02/2010,1.2,69,35,104,2,51,4
09/02/2010,2.0,148,36,184,2,75,7
09/02/2010,2.6,196,41,237,-99,103,9
09/02/2010,1.5,81,34,114,-99,68,6
09/02/2010,1.2,43,32,75,-99,29,5
09/02/2010,1.4,60,54,114,-99,81,10
09/02/2010,1.5,47,73,119,-99,79,8
09/02/2010,1.5,24,71,95,-99,149,5
09/02/2010,1.7,15,77,91,-99,114,5
09/02/2010,1.4,13,64,78,-99,94,6
09/02/2010,1.3,5,54,59,-99,80,5
09/02/2010,1.1,4,42,46,-99,87,4
09/02/2010,1.3,10,49,59,-99,57,4
09/02/2010,1.7,17,56,73,-99,66,5
09/02/2010,1.2,26,53,78,-99,98,6
09/02/2010,0.7,16,41,57,-99,74,6
09/02/2010,0.8,18,37,55,-99,63,5
09/02/2010,1.0,37,40,78,-99,67,8
09/02/2010,1.1,66,40,105,-99,73,18
10/02/2010,0.9,71,39,110,-99,70,29
10/02/2010,0.6,36,35,72,-99,54,25
10/02/2010,0.7,47,35,82,-99,61,30
10/02/2010,0.5,16,30,46,-99,36,16
10/02/2010,0.6,30,29,60,-99,37,13
10/02/2010,0.9,87,28,115,-99,87,17
10/02/2010,1.4,141,32,173,-99,93,26
10/02/2010,2.6,218,36,254,-99,130,28
10/02/2010,3.0,179,45,224,-99,96,22
10/02/2010,-99,-99,-99,-99,-99,89,-99
10/02/2010,-99,-99,-99,-99,-99,43,-99
10/02/2010,0.9,19,27,46,38,9,4
10/02/2010,0.6,10,18,29,55,-99,3
10/02/2010,0.4,6,12,18,48,21,3
10/02/2010,0.5,8,14,22,48,13,2
10/02/2010,0.4,6,13,19,55,16,2
10/02/2010,0.4,5,14,19,57,25,2
10/02/2010,0.5,9,20,29,34,32,2
10/02/2010,0.6,11,25,36,22,42,2
10/02/2010,0.7,11,25,36,16,21,2
10/02/2010,0.6,14,26,41,14,34,2
10/02/2010,0.8,19,21,40,16,2,2
10/02/2010,1.1,23,33,56,5,32,6
10/02/2010,1.0,29,38,67,3,48,6
11/02/2010,1.0,28,45,73,2,14,7
11/02/2010,0.7,14,36,50,3,35,12
11/02/2010,0.4,4,26,30,9,3,8
11/02/2010,0.6,13,27,41,8,29,12
11/02/2010,0.9,41,39,80,2,56,8
11/02/2010,1.0,59,37,96,2,38,6
11/02/2010,2.1,142,39,182,3,56,7
11/02/2010,2.5,177,40,217,3,61,13
11/02/2010,2.1,110,36,147,6,56,6
11/02/2010,1.4,45,32,77,15,38,3
11/02/2010,0.8,18,21,39,25,16,4
11/02/2010,0.5,12,16,28,32,19,2
11/02/2010,0.4,7,10,17,30,19,3
11/02/2010,0.4,9,14,23,27,36,3
11/02/2010,0.5,12,16,29,26,42,2
11/02/2010,0.5,14,14,28,20,57,2
11/02/2010,0.5,14,15,29,17,35,2
11/02/2010,0.5,12,15,26,14,22,2
11/02/2010,0.6,18,15,33,10,4,2
11/02/2010,0.7,21,17,38,8,17,3
11/02/2010,0.5,12,17,28,8,24,6
11/02/2010,0.5,14,18,31,6,22,5
11/02/2010,0.4,8,15,23,7,19,4
11/02/2010,0.3,6,13,19,9,11,2
12/02/2010,0.3,12,18,30,3,28,3
12/02/2010,0.3,19,20,38,-99,21,3
12/02/2010,0.2,3,12,15,-99,2,2
12/02/2010,0.2,5,14,19,-99,-99,2
12/02/2010,0.2,7,14,21,-99,21,2
12/02/2010,0.3,8,14,22,-99,7,2
12/02/2010,0.7,32,20,51,-99,15,3
12/02/2010,2.5,147,31,177,-99,51,7
12/02/2010,2.3,144,30,173,-99,61,7
12/02/2010,1.9,86,40,126,10,48,6
12/02/2010,1.5,43,50,93,25,22,6
12/02/2010,1.3,26,53,79,41,42,7
12/02/2010,1.1,23,53,76,54,23,9
12/02/2010,1.3,17,52,68,71,10,6
12/02/2010,1.2,12,53,65,86,47,5
12/02/2010,1.2,11,46,56,94,58,6
12/02/2010,1.2,17,47,64,71,54,5
12/02/2010,0.9,12,39,51,52,72,7
12/02/2010,1.1,29,59,87,12,65,29
12/02/2010,1.4,46,62,108,5,130,36
12/02/2010,1.2,36,48,85,6,109,6
12/02/2010,1.3,45,43,88,5,61,6
12/02/2010,1.3,34,43,77,6,51,13
12/02/2010,1.1,34,43,77,5,36,17
13/02/2010,1.0,38,42,80,4,40,27
13/02/2010,1.0,41,38,80,2,47,29
13/02/2010,1.0,51,37,88,2,50,29
13/02/2010,0.9,54,37,91,-99,52,21
13/02/2010,1.2,98,38,135,2,104,21
13/02/2010,1.1,66,33,99,2,62,14
13/02/2010,1.6,117,33,150,2,75,14
13/02/2010,2.5,151,39,190,3,85,14
13/02/2010,2.4,134,52,185,5,96,17
13/02/2010,2.1,86,54,140,13,96,15
13/02/2010,1.3,26,40,66,31,44,8
13/02/2010,1.2,19,38,58,49,33,6
13/02/2010,1.1,13,35,47,66,26,4
13/02/2010,1.1,12,36,49,72,33,3
13/02/2010,0.5,5,16,21,67,24,2
13/02/2010,0.5,6,14,20,51,17,2
13/02/2010,0.4,6,13,19,44,25,2
13/02/2010,0.5,7,16,22,38,22,2
13/02/2010,0.5,8,20,28,29,9,2
13/02/2010,0.6,11,26,37,19,32,2
13/02/2010,0.7,7,28,35,13,32,2
13/02/2010,0.8,10,33,42,6,30,2
13/02/2010,0.9,14,35,49,5,17,2
13/02/2010,0.8,15,35,50,5,22,2
14/02/2010,1.0,15,35,49,5,18,2
14/02/2010,0.7,5,30,35,9,11,2
14/02/2010,1.1,22,37,59,2,26,3
14/02/2010,0.8,19,35,55,2,23,4
14/02/2010,1.1,22,34,56,2,26,4
14/02/2010,1.1,28,34,63,2,27,4
14/02/2010,1.2,51,32,82,2,38,5
14/02/2010,1.6,82,32,113,2,38,5
14/02/2010,1.7,71,38,109,7,44,9
14/02/2010,1.1,26,30,56,22,25,6
14/02/2010,1.0,18,28,47,38,14,3
14/02/2010,0.6,8,15,23,47,-99,2
14/02/2010,0.4,6,8,15,36,3,2
14/02/2010,0.3,5,7,12,35,1,1
14/02/2010,0.3,6,7,12,35,22,1
14/02/2010,0.3,6,8,13,35,12,2
14/02/2010,0.3,5,10,15,33,10,1
14/02/2010,0.4,6,11,17,32,13,1
14/02/2010,0.4,5,12,17,28,14,1
14/02/2010,0.4,6,16,22,22,16,2
14/02/2010,0.5,5,20,25,18,14,1
14/02/2010,0.7,10,30,40,10,20,2
14/02/2010,0.7,18,28,46,10,19,2
14/02/2010,0.6,9,24,34,12,9,2
15/02/2010,0.7,-99,-99,-99,4,17,2
15/02/2010,0.5,-99,-99,-99,8,18,2
15/02/2010,-99,4,38,42,7,11,-99
15/02/2010,0.4,7,27,34,-99,9,2
15/02/2010,0.7,32,31,63,3,21,3
15/02/2010,0.9,66,31,96,2,32,4
15/02/2010,1.8,151,31,183,2,45,7
15/02/2010,3.0,247,38,285,2,102,12
15/02/2010,1.3,68,35,103,8,92,43
15/02/2010,0.8,28,24,51,19,55,31
15/02/2010,0.7,22,24,46,25,64,11
15/02/2010,0.7,21,22,43,30,53,16
15/02/2010,0.7,14,20,34,46,47,8
15/02/2010,0.6,9,24,32,56,24,10
15/02/2010,0.8,15,26,41,51,46,8
15/02/2010,0.5,9,14,22,42,-99,3
15/02/2010,0.4,8,12,20,38,5,2
15/02/2010,0.7,25,28,53,22,169,21
15/02/2010,0.7,17,37,54,15,103,33
15/02/2010,0.9,24,38,62,7,64,7
15/02/2010,0.7,12,27,39,11,55,9
15/02/2010,0.7,18,26,44,7,43,4
15/02/2010,0.7,27,33,60,2,44,4
15/02/2010,0.7,37,33,70,3,38,6
16/02/2010,0.7,49,34,83,-99,38,6
16/02/2010,0.7,73,35,107,-99,49,7
16/02/2010,0.5,29,30,59,-99,30,8
16/02/2010,0.6,43,30,74,-99,58,28
16/02/2010,0.6,48,31,78,-99,41,50
16/02/2010,0.5,25,27,52,-99,11,13
16/02/2010,1.2,99,33,132,-99,59,11
16/02/2010,1.4,86,31,116,-99,70,21
16/02/2010,1.7,110,31,142,-99,74,19
16/02/2010,1.8,103,44,147,7,83,16
16/02/2010,2.0,90,68,157,13,89,13
16/02/2010,1.8,53,72,124,29,74,10
16/02/2010,1.0,19,42,61,52,-99,7
16/02/2010,1.1,14,40,55,67,-99,5
16/02/2010,1.1,13,43,57,63,-99,4
16/02/2010,0.8,9,31,40,41,-99,3
16/02/2010,-99,-99,-99,-99,-99,-99,-99
16/02/2010,0.5,12,16,29,24,-99,2
16/02/2010,0.7,19,25,44,14,-99,2
16/02/2010,-99,-99,-99,-99,-99,-99,-99
16/02/2010,0.6,14,24,39,11,15,2
16/02/2010,0.6,9,23,33,10,17,2
16/02/2010,0.7,23,30,53,4,17,3
16/02/2010,0.6,18,28,46,5,17,3
17/02/2010,0.6,25,33,58,3,42,11
17/02/2010,0.5,30,35,65,2,40,14
17/02/2010,0.3,10,21,31,14,-99,6
17/02/2010,0.2,0,12,12,25,-99,3
17/02/2010,0.2,0,14,15,22,-99,3
17/02/2010,0.6,15,26,42,11,8,3
17/02/2010,1.0,53,31,84,2,31,4
17/02/2010,1.6,102,34,137,3,79,21
17/02/2010,1.6,95,35,131,3,59,21
17/02/2010,1.4,65,36,101,4,35,11
17/02/2010,1.3,45,36,81,7,26,7
17/02/2010,1.2,50,39,89,6,23,7
17/02/2010,1.8,64,38,102,7,15,5
17/02/2010,1.2,38,32,70,11,8,3
17/02/2010,1.6,47,41,88,12,21,4
17/02/2010,1.5,37,44,82,11,29,3
17/02/2010,1.8,35,45,80,8,29,3
17/02/2010,1.8,59,48,107,3,35,4
17/02/2010,2.2,76,48,124,2,35,5
17/02/2010,2.0,67,43,110,1,29,4
17/02/2010,1.7,65,37,102,2,17,4
17/02/2010,2.1,88,36,124,2,21,5
17/02/2010,2.1,84,38,121,2,19,4
17/02/2010,1.4,55,35,90,1,16,4
18/02/2010,0.8,31,32,63,1,15,3
18/02/2010,0.8,35,32,67,2,13,3
18/02/2010,0.7,36,32,68,2,15,3
18/02/2010,0.4,7,22,29,-99,-99,2
18/02/2010,0.3,5,20,25,-99,3,2
18/02/2010,0.4,23,23,45,-99,9,2
18/02/2010,1.0,55,25,81,-99,11,3
18/02/2010,1.2,61,26,87,-99,8,3
18/02/2010,1.0,33,29,61,10,-99,3
18/02/2010,0.9,22,31,53,18,4,2
18/02/2010,1.1,27,31,57,21,12,3
18/02/2010,1.1,66,41,108,14,21,5
18/02/2010,0.9,23,38,61,16,16,3
18/02/2010,1.1,27,36,63,25,11,3
18/02/2010,1.4,30,52,81,23,35,4
18/02/2010,1.4,25,54,78,19,36,5
18/02/2010,1.9,39,62,101,14,46,5
18/02/2010,1.6,40,53,93,7,31,4
18/02/2010,1.6,47,39,86,4,20,4
18/02/2010,0.7,11,27,37,13,5,4
18/02/2010,0.5,9,25,34,12,10,2
18/02/2010,0.5,10,23,33,12,6,2
18/02/2010,0.7,26,27,53,10,16,3
18/02/2010,1.2,62,33,95,-99,27,5
19/02/2010,0.2,2,12,14,27,-99,1
19/02/2010,0.3,2,18,20,19,6,2
19/02/2010,0.8,11,28,38,7,15,3
19/02/2010,0.9,17,33,51,3,22,6
19/02/2010,1.1,36,33,69,2,23,3
19/02/2010,0.9,41,33,74,2,28,5
19/02/2010,1.7,114,36,150,2,46,7
19/02/2010,3.5,236,38,273,3,77,11
19/02/2010,2.3,109,39,148,8,51,7
19/02/2010,1.6,49,37,86,17,18,5
19/02/2010,1.0,25,28,53,32,16,5
19/02/2010,0.5,-99,-99,-99,42,-99,3
19/02/2010,0.5,-99,-99,-99,46,-99,2
19/02/2010,0.5,8,13,21,44,-99,2
19/02/2010,0.4,9,12,20,45,-99,2
19/02/2010,0.4,6,12,18,46,2,2
19/02/2010,0.5,11,15,26,44,3,2
19/02/2010,0.6,10,19,29,41,10,2
